(0.4151110216218741+0j),(0.19492776623386548+0j),(0.36602881472936344+0j),(0.2544658543157915+0j),(0.14519631610229505+0j),(0.5301989775069711+0j),(0.005434869204196051+0j),(0.5373393505894478+0j)
(0.006294514115756735+0j),(0.534115302297229+0j),(0.06711156694610447+0j),(0.5557705867630794+0j),(0.17147194042048394+0j),(0.4926394679482408+0j),(0.22565366529831718+0j),(0.27978646682888386+0j)
(0.09901358165008263+0j),(0.31312563675177885+0j),(0.31125593377903626+0j),(0.3814199000221445+0j),(0.2228484482825307+0j),(0.40780289630416383+0j),(0.566528449863876+0j),(0.33595852745672367+0j)
(0.44578678240925435+0j),(0.029643875383842753+0j),(0.5591852261247282+0j),(0.45807173524380956+0j),(0.016744555027439628+0j),(0.26719593471596+0j),(0.436029455828124+0j),(0.1268141140978425+0j)
(0.5356253405050218+0j),(0.14986772588945585+0j),(0.5221851149719341+0j),(0.06404044362224162+0j),(0.26454381452451053+0j),(0.32234660247198627+0j),(0.18303704120309897+0j),(0.4543934047136033+0j)
(0.45883898876313334+0j),(0.05460409368422068+0j),(0.5670658977236849+0j),(0.17704127527689625+0j),(0.42067982609734816+0j),(0.5009248358413868+0j),(0.042665062424583344+0j),(0.062131433519617106+0j)
(0.16828349674182755+0j),(0.5657344002773969+0j),(0.20643765155692703+0j),(0.1073076060060072+0j),(0.33792210984324983+0j),(0.351620882501653+0j),(0.4531134775236817+0j),(0.39287836022652+0j)
(0.47415957741104153+0j),(0.3640680253544913+0j),(0.0781423821848147+0j),(0.5264729629010616+0j),(0.5166506484584725+0j),(0.18023970710230372+0j),(0.23892528831363397+0j),(0.05336307281150784+0j)
(0.4705266062555688+0j),(0.5985100821874274+0j),(0.34403068589433256+0j),(0.3175785766315514+0j),(0.09142893250942284+0j),(0.37060538933173226+0j),(0.11796906750629986+0j),(0.2038450979629516+0j)
(0.22563420656771419+0j),(0.1381992299790413+0j),(0.2800240182231595+0j),(0.6519830476388522+0j),(0.21351229462880217+0j),(0.2607623285548243+0j),(0.3508155937529811+0j),(0.43570489978679433+0j)
(0.07129320202864903+0j),(0.3792810353484084+0j),(0.43183252474753425+0j),(0.4987659561844587+0j),(0.3522962223157293+0j),(0.3639656018595632+0j),(0.23643389139881207+0j),(0.32145263180475203+0j)
(0.04528934086571127+0j),(0.41497794582550096+0j),(0.4478049101865203+0j),(0.3212041278182882+0j),(0.4117582633545344+0j),(0.516778830785405+0j),(0.1129620875300667+0j),(0.26958336402662086+0j)
(0.2777786974955572+0j),(0.5134009813364487+0j),(0.01418651690191016+0j),(0.5234361077198383+0j),(0.13959250431111547+0j),(0.2752010915529211+0j),(0.3173755759533383+0j),(0.43488256712618323+0j)
(0.5475138416879207+0j),(0.0020184431743958554+0j),(0.43502280532181525+0j),(0.09277980793433212+0j),(0.06446503131636794+0j),(0.24445269112811713+0j),(0.4352709092119633+0j),(0.4989969561713627+0j)
(0.45265682565493+0j),(0.020157384134445754+0j),(0.36937403201575614+0j),(0.10306737090980524+0j),(0.45769801814020367+0j),(0.3833989030161591+0j),(0.24679422466672993+0j),(0.4798393852183309+0j)
(0.415201443383658+0j),(0.2667426634295468+0j),(0.4560700918611547+0j),(0.5275669134142089+0j),(0.21162052952072305+0j),(0.4093042873832962+0j),(0.02376393993001264+0j),(0.23927257066580906+0j)
(0.31018156040293526+0j),(0.0582193374640261+0j),(0.19382087721312666+0j),(0.16398747114533016+0j),(0.06172816986964498+0j),(0.418297481567201+0j),(0.5392915507309828+0j),(0.6052445443489737+0j)
(0.28244356508360896+0j),(0.4604570318657336+0j),(0.27966473235862666+0j),(0.3681444481594245+0j),(0.3829177783064357+0j),(0.3075615839261865+0j),(0.2793539105762862+0j),(0.4185731679262844+0j)
(0.009956343410491938+0j),(0.5006418393903677+0j),(0.23476417408869943+0j),(0.24063605188307174+0j),(0.4715165598686267+0j),(0.4884371791844304+0j),(0.14921379627492845+0j),(0.39124824822296234+0j)
(0.25100446429049605+0j),(0.12355304069264172+0j),(0.47438256784525923+0j),(0.3861165060331877+0j),(0.038401342574470324+0j),(0.17067301854760408+0j),(0.5346863806942969+0j),(0.48074230109640403+0j)
(0.21343661259151103+0j),(0.5752782896222959+0j),(0.13529010485008522+0j),(0.22974193951863772+0j),(0.37343443046599584+0j),(0.35508290716571606+0j),(0.5133083259098385+0j),(0.15294557327197889+0j)
(0.6010677323223405+0j),(0.06230977485351012+0j),(0.3968263384567612+0j),(0.3800722731915819+0j),(0.18093750966442537+0j),(0.37425695331123887+0j),(0.3664027984283931+0j),(0.16078351027090787+0j)
(0.6534844120139507+0j),(0.33501685314025986+0j),(0.4034355983430248+0j),(0.21885040867575561+0j),(0.42411117874356474+0j),(0.20662575023612742+0j),(0.1654321014165541+0j),(0.011566123112062775+0j)
(0.1988062673543517+0j),(0.5377799610943325+0j),(0.24238576075711576+0j),(0.4510632275194947+0j),(0.09830565571346112+0j),(0.10887092574135586+0j),(0.15235039302526945+0j),(0.6035995084457175+0j)
(0.07159159469319824+0j),(0.23914200880644035+0j),(0.005952608384608102+0j),(0.6862471625716804+0j),(0.19742284386037084+0j),(0.5370909691374589+0j),(0.2719329885294646+0j),(0.25558775958864893+0j)
(0.02499825116393452+0j),(0.13823594919909837+0j),(0.43985303440642476+0j),(0.5750636272593102+0j),(0.36276974149937263+0j),(0.20327244551064744+0j),(0.49767430208740504+0j),(0.1884031823112562+0j)
(0.17684119052660624+0j),(0.19244271383272948+0j),(0.43539151584138436+0j),(0.13299464942956876+0j),(0.37605501909503336+0j),(0.5034944209334138+0j),(0.41841779148006225+0j),(0.3929913343288656+0j)
(0.39823182511946703+0j),(0.3471141934854985+0j),(0.07268533364174806+0j),(0.4452900280797508+0j),(0.377400434921088+0j),(0.1564724547556875+0j),(0.5328601974133206+0j),(0.25787996421938764+0j)
(0.2979541290805336+0j),(0.2468092411895403+0j),(0.3737815477450461+0j),(0.06524939590191672+0j),(0.6349265900171223+0j),(0.3142757399959231+0j),(0.3349787636175865+0j),(0.30368835801119193+0j)
(0.36070671639998225+0j),(0.19134857316358095+0j),(0.25863327940708203+0j),(0.3822741048883101+0j),(0.40483289621437735+0j),(0.23407648809451218+0j),(0.5558662986884101+0j),(0.30427439204384293+0j)
(0.41846036012022003+0j),(0.19362029080017898+0j),(0.4592490208943017+0j),(0.45485317272746967+0j),(0.28917513259097377+0j),(0.2750768688573226+0j),(0.048881768749131534+0j),(0.4559847252490924+0j)
(0.3752657974443245+0j),(0.03398000240076105+0j),(0.1274636061640102+0j),(0.41240655409376714+0j),(0.5908134087465822+0j),(0.5640676160333675+0j),(0.04566871824084374+0j),(0.048748463682523134+0j)
(0.3301904792512591+0j),(0.05351286103246711+0j),(0.3903189834962181+0j),(0.3764173559877598+0j),(0.5544937009414848+0j),(0.11778296955820695+0j),(0.1947743938627635+0j),(0.48456014027493616+0j)
(0.03569131381049433+0j),(0.26086984774456073+0j),(0.47949261236264046+0j),(0.008747846164709859+0j),(0.2711584850113607+0j),(0.4742105247905342+0j),(0.13916912122309066+0j),(0.6187994605811824+0j)
(0.033847189007190324+0j),(0.5446820965474981+0j),(0.6357964757332443+0j),(0.2322365071678571+0j),(0.14303164980238708+0j),(0.23778217531034876+0j),(0.28339951795264856+0j),(0.2944335666398888+0j)
(0.04335341460695188+0j),(0.18114047432244307+0j),(0.49305545973257187+0j),(0.42748608034129815+0j),(0.4773276608028559+0j),(0.16856817792635012+0j),(0.23865782943725872+0j),(0.4756533283998484+0j)
(0.04484547229404491+0j),(0.10962891784344782+0j),(0.15987447150007136+0j),(0.21372270608082283+0j),(0.33042974738046826+0j),(0.0735485554308457+0j),(0.5430196526745612+0j),(0.7108231785082534+0j)
(0.4334398313729898+0j),(0.03931504347233246+0j),(0.46218904801732946+0j),(0.4079884575116491+0j),(0.46865734947315757+0j),(0.29236349594067973+0j),(0.07749720704425436+0j),(0.3455271339456595+0j)
(0.24159195937490752+0j),(0.4465562130169332+0j),(0.3265701615739254+0j),(0.5039962533974832+0j),(0.29142719986927107+0j),(0.4969864551146785+0j),(0.04634294006345398+0j),(0.2179164115605461+0j)
(0.32748481007415303+0j),(0.3208244245073626+0j),(0.6141821195826587+0j),(0.5905671903191326+0j),(0.07424734828294176+0j),(0.15135997812433163+0j),(0.14036632920571118+0j),(0.12534307892421068+0j)
(0.4022398196359633+0j),(0.08476776883459106+0j),(0.5014292560108856+0j),(0.44730357035337354+0j),(0.2486127190178206+0j),(0.14765077781333236+0j),(0.31320882647657755+0j),(0.44474370687214526+0j)
(0.09188273334507273+0j),(0.3873094243753962+0j),(0.3767906729953824+0j),(0.02044669497112059+0j),(0.36165923696852115+0j),(0.4010999871746538+0j),(0.44205531507515505+0j),(0.46050862047211183+0j)
(0.5962983956357463+0j),(0.1834460284077137+0j),(0.3512634788405548+0j),(0.1402730244453168+0j),(0.29844121065874724+0j),(0.40212766188833193+0j),(0.46228529270368446+0j),(0.05684822375500626+0j)
(0.5805984346680709+0j),(0.4243921731778135+0j),(0.028753377563908077+0j),(0.3845706562889194+0j),(0.3296868459834679+0j),(0.22457660989113493+0j),(0.3271448088569799+0j),(0.26062156188578073+0j)
(0.060846540867011994+0j),(0.5780327011037404+0j),(0.23444390997236372+0j),(0.15123780019436822+0j),(0.7142102315341547+0j),(0.007988021183782558+0j),(0.029109426009598923+0j),(0.2707981790842763+0j)
(0.4778524556478957+0j),(0.3352515264930863+0j),(0.0013907995666682658+0j),(0.1202499943940715+0j),(0.21551325977612612+0j),(0.13422678800834842+0j),(0.5379951323082112+0j),(0.539351361354009+0j)
(0.4332298433680714+0j),(0.34689180399080755+0j),(0.5650854658829262+0j),(0.3147064321180388+0j),(0.1412151146344712+0j),(0.21882004831348809+0j),(0.3145631732941153+0j),(0.3268674728887571+0j)
(0.40890204531017416+0j),(0.34287090696665434+0j),(0.47915857441293513+0j),(0.047411116715369676+0j),(0.24097062929351118+0j),(0.5447772166833263+0j),(0.28661912107857+0j),(0.21540270311254373+0j)
(0.3855998312673847+0j),(0.226286584920608+0j),(0.5077238645747261+0j),(0.3969639796036688+0j),(0.4926508680124043+0j),(0.20868826777990745+0j),(0.2289234889759525+0j),(0.21466623670894136+0j)
(0.2778111767182528+0j),(0.11765635450629694+0j),(0.2630520917151778+0j),(0.41320054535301687+0j),(0.6877062805374241+0j),(0.3514465169390599+0j),(0.157163140865094+0j),(0.21884241657674705+0j)
(0.21149094729519702+0j),(0.18189897558413384+0j),(0.33979090095867887+0j),(0.31322799744050517+0j),(0.5502066854478214+0j),(0.14488143674356746+0j),(0.3487970164849953+0j),(0.51306658535275+0j)
(0.4641117964075825+0j),(0.22828237422378922+0j),(0.13615254091044252+0j),(0.5655541852548064+0j),(0.16082685227789084+0j),(0.16636557584037637+0j),(0.5827344338583237+0j),(0.031243328183525834+0j)
(0.562389853204441+0j),(0.07264425930305687+0j),(0.02229446840359543+0j),(0.16448823658256834+0j),(0.09995778828339272+0j),(0.6285356672190374+0j),(0.1293774562956552+0j),(0.47864378268711844+0j)
(0.22587926962066734+0j),(0.3635343922110573+0j),(0.024929930004876175+0j),(0.13484047831677828+0j),(0.2199484205704157+0j),(0.4686731127378157+0j),(0.5012324741128178+0j),(0.5279697508499849+0j)
(0.3560202023042061+0j),(0.5425939798005048+0j),(0.09982486431109444+0j),(0.4246435084751619+0j),(0.3456877336761835+0j),(0.3325884274487886+0j),(0.3966587914563706+0j),(0.03318143583444869+0j)
(0.4286397923520592+0j),(0.3612341749845453+0j),(0.3613548800123447+0j),(0.38426195831081195+0j),(0.43512177790000456+0j),(0.2714482699432138+0j),(0.30706710078441113+0j),(0.22413805584918847+0j)
(0.5263997226578593+0j),(0.2776217012763115+0j),(0.42240879738294157+0j),(0.40616888477866103+0j),(0.08099762125451754+0j),(0.26354521883964266+0j),(0.22092276586196766+0j),(0.4214304241498278+0j)
(0.6637708602154463+0j),(0.12708689672352982+0j),(0.19800882135658854+0j),(0.04479190447468045+0j),(0.35202343245127143+0j),(0.21498468500008755+0j),(0.5651207433728248+0j),(0.11199549722609033+0j)
(0.20179871572086933+0j),(0.46519210144532497+0j),(0.3737515242948408+0j),(0.12661086035401645+0j),(0.20184734192045747+0j),(0.6446813953642688+0j),(0.1973222499617866+0j),(0.3030850605272925+0j)
(0.3870381445228301+0j),(0.46782825396221966+0j),(0.04192686963633588+0j),(0.09569209070940164+0j),(0.274753654151509+0j),(0.27538507554160885+0j),(0.4834995740101344+0j),(0.48510309470101404+0j)
(0.23748233836487653+0j),(0.5718775415793669+0j),(0.12347746862718678+0j),(0.3670594832023054+0j),(0.3679099377763105+0j),(0.04571688584327295+0j),(0.12049202637785567+0j),(0.5609035412155561+0j)
(0.23307495460629793+0j),(0.20876470761831392+0j),(0.4649586575862284+0j),(0.5989857141239058+0j),(0.1293239937906205+0j),(0.3669140647163475+0j),(0.24214486918174702+0j),(0.3422545243992039+0j)
(0.41516025488891484+0j),(0.22772447211541172+0j),(0.17687057243744617+0j),(0.4992724860837147+0j),(0.2349919043982101+0j),(0.5198004594228612+0j),(0.3782764686820771+0j),(0.16346410400533776+0j)
(0.4964602646305246+0j),(0.12085133311194614+0j),(0.32958375844583876+0j),(0.3316551422819594+0j),(0.48025906385157086+0j),(0.306002910079479+0j),(0.4186461250129909+0j),(0.14405015209160196+0j)
(0.49130787847590446+0j),(0.23016185021643892+0j),(0.2925865514905366+0j),(0.041177594065340675+0j),(0.6403533162141692+0j),(0.4068826193394032+0j),(0.1618737595950519+0j),(0.12857160391743963+0j)
(0.22284009969799817+0j),(0.5242778698469566+0j),(0.2483524216268506+0j),(0.34931063106506+0j),(0.37035916197910146+0j),(0.1113468017366121+0j),(0.4337914294825352+0j),(0.39247820250428744+0j)
(0.420792863729185+0j),(0.012950235195884273+0j),(0.49332540451485835+0j),(0.06309473748602167+0j),(0.49845005906916173+0j),(0.1998421031810844+0j),(0.10844137802026116+0j),(0.5246578852432897+0j)
(0.11944695799064506+0j),(0.49220311496799296+0j),(0.4299302805182324+0j),(0.03944158044267962+0j),(0.04091777947131516+0j),(0.531739164297581+0j),(0.48741622659842565+0j),(0.18728975410332174+0j)
(0.4472975321287499+0j),(0.43961351840777324+0j),(0.07654612735978364+0j),(0.5743010429467499+0j),(0.04442592378301639+0j),(0.49375931588281263+0j),(0.09451579314372353+0j),(0.12758806669331968+0j)
(0.6200201097033868+0j),(0.5671777915770934+0j),(0.01903589161628432+0j),(0.3858417514536574+0j),(0.2555581314373088+0j),(0.18763736427065308+0j),(0.19867026075532282+0j),(0.06826845866081932+0j)
(0.33069121325462736+0j),(0.0012469837094456087+0j),(0.6226710831763342+0j),(0.20750468117407336+0j),(0.0322191558330135+0j),(0.19675850341993092+0j),(0.22896102731619408+0j),(0.6063737801672643+0j)
(0.05235312847923434+0j),(0.5253772162321341+0j),(0.3406804672818502+0j),(0.06628288182919984+0j),(0.4981831438863566+0j),(0.30907072886897397+0j),(0.36006230083133095+0j),(0.3569668172472082+0j)
(0.14941571656681712+0j),(0.22454859265190846+0j),(0.3696622139144639+0j),(0.4132415761414988+0j),(0.003767665722935256+0j),(0.48045206880596275+0j),(0.5126690185514421+0j),(0.35518475787312537+0j)
(0.08147692241672982+0j),(0.5600271537583331+0j),(0.4093674232996915+0j),(0.4267677092626837+0j),(0.15200804916574917+0j),(0.017012228500385838+0j),(0.5533641848413591+0j),(0.02027188308035291+0j)
(0.5299318891267821+0j),(0.3371591769250786+0j),(0.06969025312359466+0j),(0.1190030392570226+0j),(0.037948144232780937+0j),(0.44445314036020034+0j),(0.5790604256951148+0j),(0.22844648243280238+0j)
(0.5293235989218693+0j),(0.3095289825387934+0j),(0.03699767255512851+0j),(0.12118083062373332+0j),(0.4545257898928575+0j),(0.5305981407522359+0j),(0.05366778263806495+0j),(0.34197427325312446+0j)
(0.1818113869134335+0j),(0.23740379807107617+0j),(0.7181946106008281+0j),(0.07763070136842144+0j),(0.44757848634738895+0j),(0.3662508422035034+0j),(0.05488276615941108+0j),(0.22644145574940405+0j)
(0.049648451571281796+0j),(0.2527810539044625+0j),(0.5884510938876775+0j),(0.23623110708117775+0j),(0.1459032840924733+0j),(0.0970494699714593+0j),(0.5724395593738022+0j),(0.416129219265287+0j)
(0.08842861226180662+0j),(0.3972880101119784+0j),(0.33800227497333435+0j),(0.6367616112463188+0j),(0.26442804290715144+0j),(0.33899628768979845+0j),(0.25970022025662853+0j),(0.2496935176692534+0j)
(0.2467013492284263+0j),(0.21445275223720558+0j),(0.42816925262891875+0j),(0.15166721130051874+0j),(0.522963747218981+0j),(0.04540714680351128+0j),(0.47113747526686583+0j),(0.43507838256949505+0j)
(0.18045514949289188+0j),(0.06278040457769007+0j),(0.44699097015800165+0j),(0.23778113895877356+0j),(0.48383161424404336+0j),(0.24734696530464312+0j),(0.4006842279731806+0j),(0.5013305891738105+0j)
(0.3726094581492377+0j),(0.4983790670909286+0j),(0.347461040781406+0j),(0.2916822432129306+0j),(0.022333401782708102+0j),(0.36519505503592437+0j),(0.3859687098395015+0j),(0.3523275993782395+0j)
(0.4687888958020972+0j),(0.5131254204685249+0j),(0.3604899922598775+0j),(0.502707079557384+0j),(0.19963106140054732+0j),(0.3012435651786871+0j),(0.06011478984904664+0j),(0.007602465977517504+0j)
(0.017755272996293307+0j),(0.3667496376513496+0j),(0.07988475410331779+0j),(0.4609838466259824+0j),(0.532178338409415+0j),(0.2642200355457258+0j),(0.48060393570502374+0j),(0.2495708691014375+0j)
(0.20159872540844873+0j),(0.5998435195691904+0j),(0.5285625022250808+0j),(0.055002843011719274+0j),(0.5425623087278636+0j),(0.1472873188396176+0j),(0.028738056054364473+0j),(0.015772933711528683+0j)
(0.1019433498194818+0j),(0.5026989502298064+0j),(0.14314972512486218+0j),(0.3533281427176248+0j),(0.4676525825147271+0j),(0.13932271245117397+0j),(0.5391463839320323+0j),(0.2505596120315302+0j)
(0.5027469814723575+0j),(0.17951348866130268+0j),(0.2965415280805632+0j),(0.003866036775268996+0j),(0.18086868492517977+0j),(0.3892560492368698+0j),(0.4150005846566696+0j),(0.5202012279617767+0j)
(0.13186428618766685+0j),(0.4757532359174951+0j),(0.4400729222994834+0j),(0.3245986758254428+0j),(0.5799022057640344+0j),(0.10549438337281825+0j),(0.32757181576537864+0j),(0.050232097272368326+0j)
(0.027787277589034324+0j),(0.2530476672787805+0j),(0.5551325805517001+0j),(0.03499574849203138+0j),(0.5972445663012819+0j),(0.18309608423422608+0j),(0.24946162830298038+0j),(0.41634301825845804+0j)
(0.17688544087566083+0j),(0.010060919943860531+0j),(0.35202061369250043+0j),(0.11585546022577953+0j),(0.5901511324820766+0j),(0.4489004608657636+0j),(0.23217660911093455+0j),(0.4770464943943202+0j)
(0.3484637252243372+0j),(0.36922757106777054+0j),(0.3702591005593714+0j),(0.22643481543181826+0j),(0.6072678802988746+0j),(0.09930431969495288+0j),(0.058919324750706+0j),(0.4144543311363158+0j)
(0.41160149743434793+0j),(0.23731256557559552+0j),(0.165764210698342+0j),(0.39034338201435376+0j),(0.15897896105476045+0j),(0.5778152773934648+0j),(0.3781396969368818+0j),(0.30378740732958054+0j)
(0.4740221132391714+0j),(0.24313213026311087+0j),(0.5022303516083249+0j),(0.08199664375782108+0j),(0.3770902775921661+0j),(0.4463382814702221+0j),(0.2966360881887227+0j),(0.1668026377297055+0j)
(0.3953365629319547+0j),(0.174416647650331+0j),(0.6898544895935718+0j),(0.36723117006810596+0j),(0.34646171895492583+0j),(0.05736442716466439+0j),(0.26632663116745753+0j),(0.09095939355246463+0j)
(0.34481641685872433+0j),(0.3958148028301821+0j),(0.01300967556428653+0j),(0.18173194693877476+0j),(0.473935726239802+0j),(0.3665904335099717+0j),(0.4191469623909247+0j),(0.39566239864277203+0j)
(0.09794406471387622+0j),(0.038315372188050485+0j),(0.22870769518719392+0j),(0.40644530990374284+0j),(0.4515934883464172+0j),(0.3621423558395072+0j),(0.6249471507823664+0j),(0.21398875386327093+0j)
(0.27252522539062546+0j),(0.36386642258729146+0j),(0.5145039398123089+0j),(0.038918216700036+0j),(0.17739597188700704+0j),(0.5154740349550895+0j),(0.3611906795524847+0j),(0.315374028441808+0j)
(0.024287718468455902+0j),(0.3331521314807142+0j),(0.3401696766168851+0j),(0.24482802632981343+0j),(0.4685395462542654+0j),(0.36417568705298653+0j),(0.39344517079697394+0j),(0.4536642511672461+0j)
(0.26771161158386786+0j),(0.6805815785773982+0j),(0.2089898536695906+0j),(0.1819143899581451+0j),(0.4470054147019786+0j),(0.28443817649761743+0j),(0.2223359018379279+0j),(0.24128289090882898+0j)
(0.3749642228846592+0j),(0.49566958705878394+0j),(0.0959541482570838+0j),(0.21430603937457998+0j),(0.3205147925374043+0j),(0.2066119477310284+0j),(0.5429228756233313+0j),(0.344086815913811+0j)
(0.37682234186783525+0j),(0.13459933492347056+0j),(0.27449506902927706+0j),(0.5121715017359971+0j),(0.3747368261055116+0j),(0.5477278789853881+0j),(0.14010828967648511+0j),(0.20532145650654998+0j)
(0.13903575797811094+0j),(0.282747641552716+0j),(0.4884978941093448+0j),(0.33120617555484666+0j),(0.28756061029188407+0j),(0.28032186779176627+0j),(0.38153754653580196+0j),(0.49553279644704845+0j)
(0.5670621194761093+0j),(0.4691532250489584+0j),(0.45125494747932704+0j),(0.3480698509784399+0j),(0.012972518175362394+0j),(0.20809206676865372+0j),(0.05258663389480724+0j),(0.2954931585543971+0j)
(0.3529424456680431+0j),(0.1435622505616505+0j),(0.39354547542493984+0j),(0.10624471736724816+0j),(0.3168403066728216+0j),(0.18402216973152127+0j),(0.46508150487994415+0j),(0.5814660643554599+0j)
(0.09509357809692007+0j),(0.21148782270755614+0j),(0.016850108975862525+0j),(0.19410746110249408+0j),(0.13408218167160948+0j),(0.5779214410649162+0j),(0.6269048969549145+0j),(0.40408848822079524+0j)
(0.3746473486918526+0j),(0.1744274137650708+0j),(0.4554990180454194+0j),(0.31737275156756145+0j),(0.29470733351064543+0j),(0.27844529436064663+0j),(0.26618536108994884+0j),(0.5345753283984955+0j)
(0.22996479193095146+0j),(0.3528776774673563+0j),(0.2573781600446925+0j),(0.4775573660255462+0j),(0.5411008323452955+0j),(0.18600116253446458+0j),(0.418713156465079+0j),(0.15994290693324326+0j)
(0.34196109524503104+0j),(0.557444643176148+0j),(0.24503451016326094+0j),(0.10774645892907028+0j),(0.47111258008958745+0j),(0.380871570698919+0j),(0.22209991627658165+0j),(0.2903933181995386+0j)
(0.28006877031469674+0j),(0.32836981277242294+0j),(0.5261045757216198+0j),(0.33440545308281916+0j),(0.2911812123953736+0j),(0.5394968730428297+0j),(0.19387041725756726+0j),(0.10813235013081109+0j)
(0.3123523153451814+0j),(0.027789713235574345+0j),(0.2994998511995529+0j),(0.5794434261610222+0j),(0.22792342182383882+0j),(0.14117891393547222+0j),(0.42984376198450297+0j),(0.46857516608771904+0j)
(0.04142569201777879+0j),(0.5481682286686492+0j),(0.18929339070392553+0j),(0.3423675975450998+0j),(0.11984898902438852+0j),(0.39912551945721025+0j),(0.29773116010094575+0j),(0.5314500365593364+0j)
(0.21102329909933346+0j),(0.5742507979819217+0j),(0.3017321910232054+0j),(0.15384123446485912+0j),(0.0848289739551782+0j),(0.2406996805435109+0j),(0.33891522798219137+0j),(0.5753259293120433+0j)
(0.489382828337752+0j),(0.49704825179288753+0j),(0.3778087801812556+0j),(0.20273560054982825+0j),(0.3303569390891384+0j),(0.035914254983253166+0j),(0.21036776621614348+0j),(0.4182417322880536+0j)
(0.15865156197930078+0j),(0.3977499868169338+0j),(0.5661827356594564+0j),(0.2765881985678334+0j),(0.13143122202887647+0j),(0.021136202716785953+0j),(0.4657793108466647+0j),(0.4299877167091508+0j)
(0.4846441975608412+0j),(0.3088124531298884+0j),(0.40531127514599+0j),(0.2117478929938743+0j),(0.48692809535240955+0j),(0.05484764087063715+0j),(0.3988119849110834+0j),(0.2479561202176248+0j)
(0.5481864541518522+0j),(0.31667595641568025+0j),(0.07962021395845652+0j),(0.20841336325676235+0j),(0.10764391176074106+0j),(0.26512193136348805+0j),(0.41152007792475354+0j),(0.5460831593206226+0j)
(0.48497994902007846+0j),(0.09666475075413769+0j),(0.2183221535305919+0j),(0.2827876692382173+0j),(0.6154048135631346+0j),(0.19452656901246473+0j),(0.126795982135924+0j),(0.44178734105953354+0j)
(0.05708734354437806+0j),(0.2988853653785942+0j),(0.29549138283019954+0j),(0.5592205228303666+0j),(0.143496028453161+0j),(0.4563975092526951+0j),(0.039695849478682925+0j),(0.5262131374151066+0j)
(0.3119478465723822+0j),(0.04235945543888633+0j),(0.4872663114858792+0j),(0.10073370803514564+0j),(0.1984275622727485+0j),(0.6278317921202099+0j),(0.41807176688946635+0j),(0.2121042676933932+0j)
(0.2922392950937374+0j),(0.2209473496763556+0j),(0.10422251315373089+0j),(0.10525675180391496+0j),(0.5130793557207638+0j),(0.510546417614721+0j),(0.16327527004659614+0j),(0.5415443318980182+0j)
(0.09102713295626534+0j),(0.40713038197216106+0j),(0.09299340219833656+0j),(0.5473839933643825+0j),(0.4034423234160958+0j),(0.16436760964777505+0j),(0.5614597800546656+0j),(0.1125273302503448+0j)
(0.5490437380580969+0j),(0.188376818301155+0j),(0.5169596337673328+0j),(0.03705941505194783+0j),(0.5325851784392405+0j),(0.24037462600588008+0j),(0.1991743862148654+0j),(0.11552971735612162+0j)
(0.17720308457808245+0j),(0.09095810932045285+0j),(0.3598926628235127+0j),(0.28715047684461587+0j),(0.3327440798481892+0j),(0.28272459133856254+0j),(0.29856732982226775+0j),(0.6845095298093362+0j)
(0.3672931903342574+0j),(0.20572184229227944+0j),(0.06249073818963043+0j),(0.724283825648505+0j),(0.04583872302829288+0j),(0.4894452565160579+0j),(0.1650815847917212+0j),(0.15928686760104852+0j)
(0.33632315026136256+0j),(0.46072620372830614+0j),(0.38280123029957963+0j),(0.2651152315029184+0j),(0.5472966257300419+0j),(0.16299658107560783+0j),(0.13532535361808018+0j),(0.3367206595873995+0j)
(0.44518689103515263+0j),(0.16558781973024317+0j),(0.03672250952577877+0j),(0.46935408273199636+0j),(0.4263284367690222+0j),(0.3550575132728226+0j),(0.40350648545718243+0j),(0.28654537300219773+0j)
(0.11398756074676045+0j),(0.2849350945655629+0j),(0.19215883239299753+0j),(0.4551575185937063+0j),(0.1697552540762047+0j),(0.45461036139955235+0j),(0.6502736250990961+0j),(0.058156941142642256+0j)
(0.35202860821887066+0j),(0.15224499449163711+0j),(0.3148540442636237+0j),(0.41149860981197206+0j),(0.178809355982243+0j),(0.47127471475184407+0j),(0.34765298518067+0j),(0.4577094110078282+0j)
(0.20062578028323436+0j),(0.39977873317372525+0j),(0.4881563147710147+0j),(0.31997011775945833+0j),(0.026510642970493735+0j),(0.508819693551734+0j),(0.17275975907182103+0j),(0.4120710712809045+0j)
(0.44691696188886487+0j),(0.24472726308681036+0j),(0.49735113300568673+0j),(0.13378618015157426+0j),(0.38555610940954926+0j),(0.17206050944939633+0j),(0.30125118233844145+0j),(0.4539893138622906+0j)
(0.2507725237671681+0j),(0.5833046727994776+0j),(0.15694005607553077+0j),(0.020612547167213634+0j),(0.423317479558241+0j),(0.4015301497069795+0j),(0.17929168666850837+0j),(0.44636765472011797+0j)
(0.5052268061855997+0j),(0.053283545295562416+0j),(0.589347572668596+0j),(0.26849871630411115+0j),(0.47881450371549555+0j),(0.004620705573062059+0j),(0.23920661953359326+0j),(0.18968428856369224+0j)
(0.47408043905217084+0j),(0.15010409417190268+0j),(0.0536511943541497+0j),(0.41974762033607194+0j),(0.5535673929354453+0j),(0.0210149094843034+0j),(0.0012795981943668315+0j),(0.516497686804107+0j)
