(0.3034180619635907+0j),(0.5249494417472192+0j),(0.06778998431493943+0j),(0.03968810456356006+0j),(0.20663513651081525+0j),(0.37972798432418275+0j),(0.5515371143873985+0j),(0.36757356460951507+0j)
(0.7302381690217775+0j),(0.1345813038985183+0j),(0.027635633967684856+0j),(0.0574073823429228+0j),(0.42226439126792725+0j),(0.09154588675036066+0j),(0.07014863155733056+0j),(0.502963276302838+0j)
(0.330491205435473+0j),(0.15573306209317234+0j),(0.018118413579614884+0j),(0.5789051960684208+0j),(0.3844986483062559+0j),(0.36937335474419714+0j),(0.4921196162297424+0j),(0.06786509509905835+0j)
(0.5729563860988981+0j),(0.44949114031598014+0j),(0.18847780379520596+0j),(0.2999533151086258+0j),(0.24564455057540538+0j),(0.2316802541726776+0j),(0.23956146074386792+0j),(0.41566349582705264+0j)
(0.07307488117925359+0j),(0.290886716687815+0j),(0.26391369027645434+0j),(0.36938001082794025+0j),(0.05156280945034281+0j),(0.17755686925771944+0j),(0.5884882284878089+0j),(0.5687261127053165+0j)
(0.36230399111093686+0j),(0.476982380689434+0j),(0.28112078333741053+0j),(0.3689466752576861+0j),(0.2522615106065856+0j),(0.31987774219456594+0j),(0.36556019153032543+0j),(0.3556419396138315+0j)
(0.02408985457056706+0j),(0.38099178212364737+0j),(0.3287426422664859+0j),(0.21769283711469076+0j),(0.29254201973668315+0j),(0.033850915688744966+0j),(0.5110860111212451+0j),(0.5923406250775076+0j)
(0.36148693974726337+0j),(0.1324878983299616+0j),(0.1386354999479222+0j),(0.5747510889200796+0j),(0.16520430170760303+0j),(0.5447426958998356+0j),(0.2380470347090979+0j),(0.34858582351399253+0j)
(0.3220338973052499+0j),(0.5320777080051041+0j),(0.10034430229338884+0j),(0.14956342645298193+0j),(0.52310214908224+0j),(0.20598525154283737+0j),(0.5005966052683075+0j),(0.11868673330050801+0j)
(0.2797261472121437+0j),(0.4075822567337653+0j),(0.2538899645217+0j),(0.3692781953544795+0j),(0.3738592694842714+0j),(0.4645624316199479+0j),(0.041941471917534716+0j),(0.4443595319040751+0j)
(0.50505046025739+0j),(0.16083446040436197+0j),(0.29134067947682485+0j),(0.09139838696988464+0j),(0.3042825592373392+0j),(0.08284690576181107+0j),(0.5883431103544907+0j),(0.4245281511626689+0j)
(0.506407843988548+0j),(0.05182860229337921+0j),(0.31309368846237545+0j),(0.07108845640850062+0j),(0.24140661848688494+0j),(0.46005593397148253+0j),(0.17649297818297452+0j),(0.5802631092548668+0j)
(0.10917212294018994+0j),(0.3948084977904072+0j),(0.2401961322205867+0j),(0.23930624824532093+0j),(0.04222451087671891+0j),(0.4281716134853964+0j),(0.4924173406028788+0j),(0.5381982515972678+0j)
(0.2563236067653944+0j),(0.4405838209572518+0j),(0.26038211834284125+0j),(0.7366869442584008+0j),(0.0855377796529329+0j),(0.005005486579557096+0j),(0.32478866401648687+0j),(0.12980046615685178+0j)
(0.4179612279247703+0j),(0.015514008646985072+0j),(0.0682327342696389+0j),(0.33659440347116976+0j),(0.16224214033397755+0j),(0.5202108333172373+0j),(0.34685887941754645+0j),(0.5383895648893422+0j)
(0.08970966835350841+0j),(0.6804552718833458+0j),(0.08115265573551761+0j),(0.19973704334296755+0j),(0.11614579426224293+0j),(0.32132040628453284+0j),(0.5495051592718342+0j),(0.25250661232474564+0j)
(0.43526022834360917+0j),(0.39938516832957+0j),(0.032935862967705884+0j),(0.2593976880096397+0j),(0.09971080369490838+0j),(0.518128642949444+0j),(0.3868592219793012+0j),(0.39320286962064377+0j)
(0.6268817109311078+0j),(0.22167663868640003+0j),(0.09012523975248882+0j),(0.3908223329447236+0j),(0.509491135130609+0j),(0.07564681807708516+0j),(0.2993049150423693+0j),(0.20524873583435882+0j)
(0.5520239296392037+0j),(0.3727640699909213+0j),(0.004175243530151515+0j),(0.511046171944186+0j),(0.14949680629302753+0j),(0.13946483384913164+0j),(0.03430076412011218+0j),(0.5021500067913452+0j)
(0.08713590998096087+0j),(0.18814588602979856+0j),(0.534577926436422+0j),(0.5156367780198258+0j),(0.3603882060915923+0j),(0.3234443196981178+0j),(0.2696673469570874+0j),(0.3132686505738356+0j)
(0.2561181314996542+0j),(0.15672921770002515+0j),(0.2387855775089711+0j),(0.22941765477045215+0j),(0.36986697160688053+0j),(0.2881083160989574+0j),(0.4527839315877943+0j),(0.6126721598819997+0j)
(0.4085919840373758+0j),(0.2948082871178617+0j),(0.3548442917386133+0j),(0.1736192978011527+0j),(0.4314760529845608+0j),(0.2761794856645494+0j),(0.36853359802534724+0j),(0.4379712627604818+0j)
(0.12295680914255827+0j),(0.6464975489227076+0j),(0.4181570235711302+0j),(0.4164646856080949+0j),(0.3895099966572748+0j),(0.17910027584474505+0j),(0.1799793008201236+0j),(0.049365135212833366+0j)
(0.12922219846848376+0j),(0.5038511803327647+0j),(0.46334884398396964+0j),(0.33857021862371767+0j),(0.37215486176700663+0j),(0.16520118455293917+0j),(0.3092220850010414+0j),(0.37243079487758946+0j)
(0.05532627297389859+0j),(0.2788945575522708+0j),(0.08462002017680031+0j),(0.09019289150313875+0j),(0.6910061941955982+0j),(0.1588882535127292+0j),(0.31461053152778146+0j),(0.5496787240970115+0j)
(0.2024764698687461+0j),(0.027806180006945323+0j),(0.35114803455612326+0j),(0.40780584570365574+0j),(0.3594180337370209+0j),(0.4759570733540996+0j),(0.042167322790869384+0j),(0.5577858045680926+0j)
(0.37624192326692996+0j),(0.11702612850096189+0j),(0.6770938597066015+0j),(0.3331687518703247+0j),(0.2950836190341454+0j),(0.2661395959355461+0j),(0.3373966866171867+0j),(0.059567083712267856+0j)
(0.4913414265375078+0j),(0.01251412868093629+0j),(0.3233962552703205+0j),(0.37804132309518007+0j),(0.38885624203355856+0j),(0.40843996722727793+0j),(0.3894459028293168+0j),(0.20304217353397352+0j)
(0.04262487526241946+0j),(0.43625474515145096+0j),(0.04848982515597652+0j),(0.4724321108905811+0j),(0.39498413147975153+0j),(0.4827636421063115+0j),(0.34867241335381577+0j),(0.2677235602314064+0j)
(0.11368499610944086+0j),(0.3345385411100257+0j),(0.536723558480039+0j),(0.1060878088037635+0j),(0.3127081940369782+0j),(0.4208675580650673+0j),(0.421849034159126+0j),(0.35065704198946823+0j)
(0.5895904307851119+0j),(0.2092620164930879+0j),(0.3339390020279959+0j),(0.025570050519324306+0j),(0.6850372072038693+0j),(0.03774539719215668+0j),(0.15464905720545397+0j),(0.042502078342733625+0j)
(0.035603856806406216+0j),(0.39799773535976574+0j),(0.08042822523321252+0j),(0.4901522721754368+0j),(0.4434075456792674+0j),(0.28314874606292234+0j),(0.41002571386594766+0j),(0.38562633299931953+0j)
(0.4129439973650155+0j),(0.42799559288713884+0j),(0.42115811892354005+0j),(0.10758879976777959+0j),(0.3068402577717816+0j),(0.2422504135042427+0j),(0.37502908325434203+0j),(0.4048017991803895+0j)
(0.05698407167694719+0j),(0.5189338327338915+0j),(0.3126981762185573+0j),(0.41828810871790756+0j),(0.3854366255975515+0j),(0.4880838316650712+0j),(0.11000684928275795+0j),(0.2362766927566282+0j)
(0.17422694641837994+0j),(0.05828134981152577+0j),(0.5374558790023874+0j),(0.35760400764893535+0j),(0.45094012190177185+0j),(0.5390444571007375+0j),(0.20554192159551293+0j),(0.11552231576658786+0j)
(0.3398303662708896+0j),(0.0635968415552642+0j),(0.5550882937883064+0j),(0.027619454775976385+0j),(0.2243177547519132+0j),(0.48743702693993807+0j),(0.5275061819125444+0j),(0.07354477164636915+0j)
(0.10679619023503091+0j),(0.1594589069078811+0j),(0.27190310202539064+0j),(0.2105464137156368+0j),(0.4189927019458995+0j),(0.5420044982239399+0j),(0.4459798244858359+0j),(0.4203386459893424+0j)
(0.00473535293918776+0j),(0.28436507983152315+0j),(0.2582812994359739+0j),(0.09228776297590432+0j),(0.3664595688342549+0j),(0.4969084875214256+0j),(0.5770609812568623+0j),(0.36010801202051756+0j)
(0.2769978809030546+0j),(0.10338181457243298+0j),(0.5155951721806815+0j),(0.09492825523540913+0j),(0.5871324616963896+0j),(0.19644262296094286+0j),(0.3291195489863945+0j),(0.3822312257710212+0j)
(0.3393738036789355+0j),(0.5872147948430442+0j),(0.3225028785633054+0j),(0.5145410902334208+0j),(0.17297923442870666+0j),(0.11356437627811135+0j),(0.19762977717533067+0j),(0.2989437303981619+0j)
(0.2685145373890812+0j),(0.002733046703669445+0j),(0.2852645405375824+0j),(0.33909678015649897+0j),(0.437783905303208+0j),(0.2653840447424061+0j),(0.16034453692378448+0j),(0.6661352563842796+0j)
(0.4473943770448477+0j),(0.38926921976907247+0j),(0.5270071284340307+0j),(0.4091701775704148+0j),(0.11676670918670008+0j),(0.13850071738895345+0j),(0.10921418217175727+0j),(0.39800294925634716+0j)
(0.3148585077696839+0j),(0.5969367243100557+0j),(0.19896770046583245+0j),(0.5408409110352709+0j),(0.18589391747245324+0j),(0.3122787709689222+0j),(0.015041870219309306+0j),(0.28307736251084253+0j)
(0.38954181913477254+0j),(0.2917985196663458+0j),(0.44432980659766824+0j),(0.11778283786202683+0j),(0.37356553103797857+0j),(0.20587499218948743+0j),(0.21048771013043843+0j),(0.5705858626316321+0j)
(0.29185042547100803+0j),(0.4164573282859912+0j),(0.17473699479447105+0j),(0.3395189113543478+0j),(0.3543885254658287+0j),(0.387763540182872+0j),(0.36236228728559+0j),(0.43396116995463846+0j)
(0.28012175730785055+0j),(0.34248223952138446+0j),(0.42810240475327893+0j),(0.13337565793006587+0j),(0.4575225577043969+0j),(0.4253307814623896+0j),(0.2548781061894552+0j),(0.38468294494148986+0j)
(0.0870859017981413+0j),(0.3945766466323224+0j),(0.5992676469194089+0j),(0.18415086157057434+0j),(0.4527673495972921+0j),(0.03795059711837598+0j),(0.36062349425651774+0j),(0.3274205825633251+0j)
(0.39549155103926004+0j),(0.30912040095661014+0j),(0.5895533538126602+0j),(0.06784520702981026+0j),(0.33966926293423283+0j),(0.36357390285015906+0j),(0.15715904921064736+0j),(0.3515604128674544+0j)
(0.19305907295370167+0j),(0.4297296107619662+0j),(0.43259525983237795+0j),(0.41951643030464236+0j),(0.1864276186126165+0j),(0.18795682957610188+0j),(0.4543582638930436+0j),(0.3720262129553+0j)
(0.13971431940177614+0j),(0.27109613459558435+0j),(0.6718602323653415+0j),(0.11116790953887645+0j),(0.5895825449315195+0j),(0.22546943488264892+0j),(0.14794701276253178+0j),(0.15132731702039687+0j)
(0.46897496811585576+0j),(0.5302449919252998+0j),(0.22484035374899886+0j),(0.05938069944539958+0j),(0.28427369561386884+0j),(0.5301470417287334+0j),(0.2573903596289517+0j),(0.12925269272497086+0j)
(0.4993607996304522+0j),(0.4880348099657789+0j),(0.4007214113512503+0j),(0.03385216755755293+0j),(0.30581905496997447+0j),(0.4488993948719999+0j),(0.1501774893354165+0j),(0.18206580647709117+0j)
(0.37327819356173464+0j),(0.5681948167210212+0j),(0.1089802737417059+0j),(0.022980298791965323+0j),(0.1824498786298321+0j),(0.6723110382810079+0j),(0.20030753965461381+0j),(0.00021311090073388223+0j)
(0.5035126960938392+0j),(0.49640468722546416+0j),(0.15433957093425557+0j),(0.3509022320628206+0j),(0.06508286137309514+0j),(0.327607108141395+0j),(0.14871655294035668+0j),(0.46842871654321455+0j)
(0.3543260736580038+0j),(0.02487222663197651+0j),(0.5409803678251411+0j),(0.05389331437808469+0j),(0.4946798826816855+0j),(0.5060899417300889+0j),(0.2519567945320098+0j),(0.11812161699034661+0j)
(0.49261408714575905+0j),(0.48886210199024327+0j),(0.1204264992109938+0j),(0.03975966018356918+0j),(0.24097255306425316+0j),(0.4469304172547495+0j),(0.4906050515762139+0j),(0.06126947252257504+0j)
(0.014141165056635423+0j),(0.5328010765933627+0j),(0.47416485882080456+0j),(0.160292140286928+0j),(0.4255570435582693+0j),(0.007548346266627755+0j),(0.5283827204567194+0j),(0.07108503726395272+0j)
(0.2179233813061252+0j),(0.22345231454520445+0j),(0.3368074183143475+0j),(0.7069455925261787+0j),(0.28936299288387857+0j),(0.21407668929955817+0j),(0.37320326807021864+0j),(0.14327143933898243+0j)
(0.41732161577171956+0j),(0.24882308945713325+0j),(0.2216364589218368+0j),(0.5865273581800132+0j),(0.4984560796798811+0j),(0.28019765403653984+0j),(0.1915241724685795+0j),(0.08451023611647086+0j)
(0.04697475204361186+0j),(0.49719347070112835+0j),(0.26284770859934026+0j),(0.4188411463835247+0j),(0.31022737012722174+0j),(0.018648978226619747+0j),(0.4070322161480091+0j),(0.49377238784232336+0j)
(0.1523049587850204+0j),(0.056491210444541515+0j),(0.3950050813602455+0j),(0.0652922167351421+0j),(0.5124818755817476+0j),(0.369231523472534+0j),(0.36846745969473726+0j),(0.5278086729354433+0j)
(0.2067962352076485+0j),(0.10017152738377569+0j),(0.040138265432430625+0j),(0.26119766632377595+0j),(0.5342470619049148+0j),(0.46049676546905155+0j),(0.37804296252417346+0j),(0.4867977046834625+0j)
(0.43591557896899713+0j),(0.252074333277894+0j),(0.24732713648554697+0j),(0.22285197580888733+0j),(0.47162051517129006+0j),(0.4934138321675761+0j),(0.41061070933974075+0j),(0.033438723381030246+0j)
(0.40310848300245816+0j),(0.2915187171196743+0j),(0.321480382824876+0j),(0.4042612379809793+0j),(0.35537033958960157+0j),(0.42847438293380424+0j),(0.41260112226433865+0j),(0.07500361485214226+0j)
(0.2827557776441168+0j),(0.0988751999897897+0j),(0.02272057352986193+0j),(0.4625281253434789+0j),(0.33082481398796626+0j),(0.45071575807229386+0j),(0.20619838800974802+0j),(0.5837095566271785+0j)
(0.3900230667457254+0j),(0.45079058337554356+0j),(0.09431383283929744+0j),(0.31130822905217764+0j),(0.4797605319962123+0j),(0.42806608188029516+0j),(0.35370551381172666+0j),(0.018536876417042013+0j)
(0.44914598392280186+0j),(0.4549198283651615+0j),(0.1837551466670599+0j),(0.22836530298726396+0j),(0.18651848033691926+0j),(0.3218303778165742+0j),(0.3982171127655927+0j),(0.45657240921787584+0j)
(0.6311104292588741+0j),(0.3437598346256871+0j),(0.17839788319327662+0j),(0.609029626306034+0j),(0.12892267585111392+0j),(0.04054054909860817+0j),(0.13013513246337685+0j),(0.21350917207792736+0j)
(0.28368416956265446+0j),(0.19269577567900606+0j),(0.3505086058729764+0j),(0.04115832086993801+0j),(0.578977698559957+0j),(0.19097419353798303+0j),(0.5352711513912626+0j),(0.31565775179483185+0j)
(0.25621050616741636+0j),(0.037154113048237174+0j),(0.10750420762762823+0j),(0.6556156353878464+0j),(0.12341556370336984+0j),(0.44576992398900267+0j),(0.5112509424338623+0j),(0.1275420705237579+0j)
(0.4602689906827399+0j),(0.4264384786304971+0j),(0.06603392861281605+0j),(0.3188590139005951+0j),(0.2677778533538383+0j),(0.5464776260563506+0j),(0.10540380822844983+0j),(0.3447004385977226+0j)
(0.6304803901750035+0j),(0.17496790769533174+0j),(0.13132206664714552+0j),(0.5569466539997593+0j),(0.2515869299202762+0j),(0.2216072178590261+0j),(0.36270518850579925+0j),(0.022019359857484846+0j)
(0.05684603397457825+0j),(0.010717006164223273+0j),(0.49667509827529427+0j),(0.22054436425873836+0j),(0.32944461636049976+0j),(0.6444374329294835+0j),(0.22613045755769073+0j),(0.35547061805761493+0j)
(0.1405094686712167+0j),(0.39670636004487264+0j),(0.4576531326175907+0j),(0.013906366474980137+0j),(0.48512201715693604+0j),(0.5737980612211203+0j),(0.15070778379165584+0j),(0.16106195579194388+0j)
(0.5646443098536578+0j),(0.5189062734818515+0j),(0.24585939527177075+0j),(0.15890923157308387+0j),(0.47645932596887186+0j),(0.2866159356278173+0j),(0.10149385512864306+0j),(0.08216392201642261+0j)
(0.28719095155057817+0j),(0.21454111738005888+0j),(0.5516375637279686+0j),(0.285749129788555+0j),(0.3309599416173475+0j),(0.53322942259896+0j),(0.30262012079017153+0j),(0.00947954758984195+0j)
(0.690526757725159+0j),(0.17781142803811698+0j),(0.31829703309688767+0j),(0.12852604946100393+0j),(0.24457908232693096+0j),(0.5306639463983767+0j),(0.11044191018917061+0j),(0.14178638584531242+0j)
(0.2985542294914879+0j),(0.44793386513874406+0j),(0.2668566123119645+0j),(0.4259543448079387+0j),(0.12939658771862542+0j),(0.23049222483629345+0j),(0.21917924937281122+0j),(0.5828047555917794+0j)
(0.35696729112388553+0j),(0.03736343995274584+0j),(0.45805007366981554+0j),(0.4051271614070318+0j),(0.5167964608211114+0j),(0.347364449790379+0j),(0.23269324154147822+0j),(0.23527356836128036+0j)
(0.3953822563701025+0j),(0.6518428384686935+0j),(0.017073126518780794+0j),(0.24077219824060017+0j),(0.550856291000248+0j),(0.2058541090363318+0j),(0.08896227357595371+0j),(0.08232975481884576+0j)
(0.3521025709789158+0j),(0.5022068054722587+0j),(0.34801263475797717+0j),(0.4792923771238919+0j),(0.1592627017816613+0j),(0.4737311706033879+0j),(0.09596461734641114+0j),(0.11825011359247291+0j)
(0.3541602422854585+0j),(0.37664340757989323+0j),(0.3661559576552429+0j),(0.15955273038349266+0j),(0.4053236180423879+0j),(0.29805361956429105+0j),(0.20453953473399766+0j),(0.5274688526008994+0j)
(0.5398061410670213+0j),(0.029057000766149272+0j),(0.4491881465886142+0j),(0.538930711445281+0j),(0.3407168709592477+0j),(0.2059126959135653+0j),(0.18569330783333174+0j),(0.1502620675002126+0j)
(0.4450644578268173+0j),(0.508410189991988+0j),(0.4461307021486526+0j),(0.08049687278867636+0j),(0.3495464802695515+0j),(0.09197609701187488+0j),(0.35031137541231544+0j),(0.2907988189962049+0j)
(0.21325288278485702+0j),(0.11056419007738442+0j),(0.6013868413999468+0j),(0.5489816078011891+0j),(0.16443388834693368+0j),(0.36374410907865684+0j),(0.16412180487592165+0j),(0.3049058572435906+0j)
(0.5688458405527291+0j),(0.15614374730243769+0j),(0.38855620004061275+0j),(0.10959304653781847+0j),(0.03270164019344174+0j),(0.4341368413597906+0j),(0.1665074644319018+0j),(0.5213233674179897+0j)
(0.11293155097070219+0j),(0.4594553192742271+0j),(0.015806918890621555+0j),(0.025091808521007855+0j),(0.31434606077511734+0j),(0.6043611803804965+0j),(0.42839020748130335+0j),(0.35732865083097554+0j)
(0.5972029871227634+0j),(0.3228013677068924+0j),(0.273311808578654+0j),(0.07890651581545689+0j),(0.12735582497407902+0j),(0.5737418049510303+0j),(0.27140320598936113+0j),(0.1978975015176804+0j)
(0.35375043768350906+0j),(0.36388471809614664+0j),(0.3714196042874667+0j),(0.3898070974414183+0j),(0.2924495789796201+0j),(0.2522351523873944+0j),(0.4921971376365467+0j),(0.2472632068610147+0j)
(0.1437100340917313+0j),(0.07359120348056991+0j),(0.19550460931134786+0j),(0.5470024735928952+0j),(0.539392282704253+0j),(0.5864817856731827+0j),(0.036115343197657766+0j),(0.01699308422010619+0j)
(0.5098767580699667+0j),(0.19739425247802445+0j),(0.1742151839464627+0j),(0.5467775481765149+0j),(0.13728164823794195+0j),(0.30143348353172056+0j),(0.03941886699954342+0j),(0.5103747056318129+0j)
(0.6391605178056537+0j),(0.2583979935835384+0j),(0.24159330959341202+0j),(0.004179909378269041+0j),(0.44565743098100036+0j),(0.3789985777263381+0j),(0.04416609511915373+0j),(0.3494544302801945+0j)
(0.12967670856328786+0j),(0.42711620627152574+0j),(0.13445546017933538+0j),(0.3884149387905595+0j),(0.33786350902906476+0j),(0.08519022153359136+0j),(0.4805607895678395+0j),(0.5286430412861407+0j)
(0.393385913215218+0j),(0.1468825712291407+0j),(0.406101558414878+0j),(0.2668026898071529+0j),(0.502171208952991+0j),(0.5027186178253693+0j),(0.15358806182151272+0j),(0.24306307406509484+0j)
(0.3541770131529143+0j),(0.5277347163565363+0j),(0.5404497937362881+0j),(0.3539794970277611+0j),(0.09733069141507517+0j),(0.08463764811260711+0j),(0.40016284353486353+0j),(0.04359073669101606+0j)
(0.21120633980122017+0j),(0.33800666714978167+0j),(0.31987988424412944+0j),(0.3688215251644954+0j),(0.457150859253222+0j),(0.256709838835436+0j),(0.36864114990559704+0j),(0.4381869125690206+0j)
(0.3646830511961304+0j),(0.0809693019427714+0j),(0.17904357885809224+0j),(0.16597030982429575+0j),(0.6346346622599918+0j),(0.21014520149762272+0j),(0.30079612338014805+0j),(0.5132709122333341+0j)
(0.22312120557448153+0j),(0.3805094986669435+0j),(0.26135541694768183+0j),(0.26601787592261594+0j),(0.4569695410950458+0j),(0.39477369074984636+0j),(0.46651141466748663+0j),(0.28992577732415037+0j)
(0.5479109650319487+0j),(0.01441865039764125+0j),(0.025803399378786254+0j),(0.5054584851726746+0j),(0.4242337882798052+0j),(0.49491945610974525+0j),(0.1348915286030843+0j),(0.017784308331668646+0j)
(0.4652745247467188+0j),(0.32345413103565+0j),(0.40029204275560903+0j),(0.32800456236148456+0j),(0.3035082795507846+0j),(0.37047218173822843+0j),(0.022346225516948277+0j),(0.42568775213960014+0j)
(0.2979928420550408+0j),(0.32360708622116086+0j),(0.3828387395698458+0j),(0.06623582237315119+0j),(0.06106457340628194+0j),(0.4623906449276541+0j),(0.5362168292262128+0j),(0.3878963219253531+0j)
(0.42749225175755984+0j),(0.33518253032071504+0j),(0.19802073197574532+0j),(0.19239057303024867+0j),(0.29122941832265964+0j),(0.017992991284621573+0j),(0.6373625998259059+0j),(0.3705499935004393+0j)
(0.022996761506794677+0j),(0.13775047418634134+0j),(0.06995166848885624+0j),(0.36451604510801217+0j),(0.6081666748190334+0j),(0.20142278208235012+0j),(0.4134214113370699+0j),(0.5112491250866922+0j)
(0.2858746650482239+0j),(0.23943923281454293+0j),(0.06895472390313422+0j),(0.5256261976534151+0j),(0.5573450926887653+0j),(0.3245224497209739+0j),(0.3013165838277271+0j),(0.27049365918232243+0j)
(0.34583574728502586+0j),(0.2919128287023757+0j),(0.024398403552666276+0j),(0.4676928472340399+0j),(0.551916623181579+0j),(0.09612878811955067+0j),(0.5065346199953208+0j),(0.0736385142821942+0j)
(0.4661018176306154+0j),(0.25540216044131364+0j),(0.08833065721440321+0j),(0.20601062080957358+0j),(0.5116933099677237+0j),(0.4305472976404995+0j),(0.20028257892138296+0j),(0.42421930738995134+0j)
(0.1968013144945789+0j),(0.1670442957936153+0j),(0.5685844198550738+0j),(0.32387814964782674+0j),(0.1270496002426456+0j),(0.35781935584340974+0j),(0.4106849380742433+0j),(0.4385678246699548+0j)
(0.4968682480665586+0j),(0.40439745397764104+0j),(0.29389356857695553+0j),(0.09953232384673227+0j),(0.20024755013626105+0j),(0.473756903261184+0j),(0.15082852223724535+0j),(0.4538839083895458+0j)
(0.005947444981716112+0j),(0.7942315928432487+0j),(0.12764591739169445+0j),(0.11918650542349563+0j),(0.3144827518222598+0j),(0.4858256395450417+0j),(0.05859215996785154+0j),(0.017404226017981403+0j)
(0.06676745690217645+0j),(0.1676195254223993+0j),(0.5303313643837354+0j),(0.4495120162291191+0j),(0.004345205294874852+0j),(0.42253337439269445+0j),(0.3524408276472613+0j),(0.4258703116385146+0j)
(0.2800907175920943+0j),(0.019325660290527402+0j),(0.04349611721714331+0j),(0.3952420608452574+0j),(0.28879497325962655+0j),(0.6323094530339526+0j),(0.48710978583126485+0j),(0.20633415972689043+0j)
(0.16415109583191054+0j),(0.16203269652241883+0j),(0.18330048494845227+0j),(0.7111764224215567+0j),(0.4125470917476722+0j),(0.4387034637267127+0j),(0.20049443131582434+0j),(0.06763876418342801+0j)
(0.14368571551312778+0j),(0.5822957754134096+0j),(0.24663172375121345+0j),(0.2808882074199304+0j),(0.3647704215288751+0j),(0.5703377294360436+0j),(0.1441884359271367+0j),(0.14638224540350164+0j)
(0.5404828487448389+0j),(0.0962540386007029+0j),(0.5572928000590741+0j),(0.08218335859530682+0j),(0.3526090453621475+0j),(0.32936493594129+0j),(0.3206563799942639+0j),(0.2136566565969554+0j)
(0.33904742189478515+0j),(0.06838618090819175+0j),(0.23935620257848556+0j),(0.48068843693552205+0j),(0.22487041382673592+0j),(0.5719471039461523+0j),(0.31060922400514485+0j),(0.34329160794710206+0j)
(0.1527375231901597+0j),(0.23060325017403346+0j),(0.22952307213361953+0j),(0.1869875985227175+0j),(0.6866010118592908+0j),(0.23863609862707166+0j),(0.5165283600366091+0j),(0.20168912613152903+0j)
(0.37648008940297417+0j),(0.09144460698915144+0j),(0.5529172404687329+0j),(0.18163400820541734+0j),(0.5972230353566313+0j),(0.2705292356463165+0j),(0.256159359710884+0j),(0.12535230163002786+0j)
(0.4068596035554586+0j),(0.22509748844728267+0j),(0.15781738819920407+0j),(0.393892145467485+0j),(0.5023989223122143+0j),(0.17206607565828017+0j),(0.5197772285168066+0j),(0.22706663029361215+0j)
(0.21506760423860152+0j),(0.5928830912824845+0j),(0.5340873442619768+0j),(0.18259954152411356+0j),(0.48813944215543853+0j),(0.1471169333002235+0j),(0.14420154460777082+0j),(0.054093338721263845+0j)
(0.11714581595916648+0j),(0.4979861384780258+0j),(0.20293601639560901+0j),(0.4872270936196398+0j),(0.4898604239107111+0j),(0.3561698790757093+0j),(0.012499942108950474+0j),(0.3045273878519488+0j)
(0.11264739506040455+0j),(0.3593505620975762+0j),(0.4358613908349783+0j),(0.49388893918130544+0j),(0.1410078693602973+0j),(0.17703332872424343+0j),(0.3392144252832493+0j),(0.5079230814001883+0j)
(0.13910438718005116+0j),(0.5026594368017633+0j),(0.18910258038904254+0j),(0.38192319655527057+0j),(0.5195926877901594+0j),(0.19333382272363803+0j),(0.3046863568216489+0j),(0.38232190865476207+0j)
(0.23130276584069723+0j),(0.7992971706511435+0j),(0.19413682126969964+0j),(0.11363948231160405+0j),(0.3157543077498858+0j),(0.2361771686348692+0j),(0.045252171525684455+0j),(0.3154232542410039+0j)
(0.06311960866322949+0j),(0.22365894048969034+0j),(0.3596831501337289+0j),(0.2154464319881147+0j),(0.2741798332353694+0j),(0.20794535862470276+0j),(0.33010926559805+0j),(0.736760123401425+0j)
(0.3978836205913155+0j),(0.22927531115594166+0j),(0.500433570931758+0j),(0.345748155488588+0j),(0.05179247992757504+0j),(0.06227806538456845+0j),(0.45210092539228114+0j),(0.4562780348368423+0j)
(0.17615868114774627+0j),(0.2847135245028486+0j),(0.5164328461938811+0j),(0.3792512876014416+0j),(0.44403902018993874+0j),(0.31889495358489356+0j),(0.25515462925412685+0j),(0.3367541782119787+0j)
(0.2994982911185787+0j),(0.14931571560282844+0j),(0.5693794890701764+0j),(0.4201754267504759+0j),(0.5715567632998384+0j),(0.028880112873949648+0j),(0.2371262596404383+0j),(0.05937290011312096+0j)
(0.31392060172665737+0j),(0.07120485207701395+0j),(0.2439755114319359+0j),(0.3255872812442591+0j),(0.2691786934566644+0j),(0.10707489278587234+0j),(0.6390995251319828+0j),(0.4883463855356072+0j)
(0.39574123436762393+0j),(0.438758277109199+0j),(0.5952217449436974+0j),(0.08994456492518245+0j),(0.4128455018518879+0j),(0.15647018707954297+0j),(0.19579053175580963+0j),(0.23503795248148554+0j)
(0.16891849150177757+0j),(0.2329551176584534+0j),(0.31037714061162636+0j),(0.7046881020242785+0j),(0.16013860904799865+0j),(0.14828207688982756+0j),(0.47832547714706747+0j),(0.2187508978589862+0j)
(0.46006417541402167+0j),(0.23396202620752965+0j),(0.06447307519501992+0j),(0.5046780614897963+0j),(0.3449479085007126+0j),(0.43115553218264446+0j),(0.39201072178217106+0j),(0.12723774249957442+0j)
(0.5540010963054155+0j),(0.546844596060839+0j),(0.3417900444147226+0j),(0.3694466002311231+0j),(0.1226442793140959+0j),(0.15530469277034223+0j),(0.29967872081821895+0j),(0.10846218517019604+0j)
(0.36428688921042757+0j),(0.32766212891513685+0j),(0.4544991293862286+0j),(0.10250603612780843+0j),(0.3885380895095295+0j),(0.4331308332700446+0j),(0.17735902380697813+0j),(0.41573459864922485+0j)
